,ratio_extRedirection,punycode,ratio_extHyperlinks,nb_external_redirection,ratio_digits_host,ratio_digits_url,nb_www,path_extension,google_index,port,status
67,0.0,0,0.011976048,0,0.0,0.027027027,0,0,0,0,0
68,0.36,0,0.058892815,0,0.0,0.065217391,1,0,1,0,0
69,0.0,0,0.0,0,0.0,0.0,1,0,0,0,0
70,0.0,0,0.4,0,0.0,0.0,0,0,1,0,1
71,0.291666667,0,0.062337662,0,0.0,0.0,0,0,1,0,0
72,0.074074074,0,0.382075472,0,0.0,0.0,1,0,0,0,0
73,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
74,0.0,0,0.0,0,0.0,0.06779661,0,0,1,0,1
75,0.0,0,0.0,0,0.026315789,0.01754386,0,0,1,0,1
76,0.5,0,0.227272727,0,0.0,0.0,0,0,0,0,0
77,0.0,0,0.0,0,0.0,0.0,1,0,1,0,1
78,0.428571429,0,0.035175879,0,0.0,0.0,0,0,0,0,0
79,0.846153846,0,0.928571429,0,0.034482759,0.027777778,0,0,1,0,1
80,0.0,0,0.0,0,0.0,0.038461538,0,0,1,0,1
81,0.0,0,1.0,0,0.333333333,0.25,0,0,1,0,1
82,0.0,0,0.48,0,0.0,0.0,0,0,0,0,0
83,0.346153846,0,0.787878788,0,0.0,0.0,1,0,0,0,0
84,0.0,0,0.0,0,0.0,0.304347826,0,0,1,0,1
85,0.05,0,0.135135135,0,0.0,0.058823529,1,0,0,0,0
86,0.085365854,0,0.453038674,0,0.0,0.0,1,0,0,0,0
87,0.12,0,0.308641975,0,0.0,0.0,1,0,0,0,0
88,0.4,0,0.153061224,0,0.0,0.008403361,0,0,1,0,1
89,0.25,0,0.031007752,0,0.0,0.06779661,1,0,0,0,0
90,0.727272727,0,0.112244898,0,0.0,0.0,0,0,0,0,0
91,0.636363636,0,0.488888889,0,0.0,0.271523179,0,0,1,0,1
92,0.1578947369999999,0,0.5,0,0.0,0.035714286,1,0,0,0,0
93,0.0,0,0.195121951,0,0.0,0.0,0,0,1,0,1
94,0.058823529,0,0.038901602,0,0.0,0.0,0,0,0,0,0
95,0.0,0,0.671532847,0,0.0,0.0,1,0,0,0,0
96,0.071428571,0,0.064220183,0,0.0,0.0,1,0,0,0,0
97,0.111111111,0,0.290322581,0,0.0,0.0,1,0,0,0,0
98,0.875,0,0.230215827,0,0.0,0.0,0,0,0,0,0
99,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
100,0.0,0,0.961538462,0,0.0,0.0,1,0,0,0,0
101,0.1,0,0.0806451609999999,0,0.0,0.0,1,0,0,0,1
102,0.692307692,0,0.2,0,0.0,0.0,1,0,0,0,0
103,0.0,0,0.5,0,0.0,0.181818182,0,0,1,0,1
104,0.0,0,1.0,0,0.0,0.038461538,1,0,1,0,1
105,0.0,0,0.0,0,0.0,0.026315789,1,0,1,0,1
106,0.086956522,0,0.597402597,0,0.0,0.0,1,0,0,0,0
107,0.0,0,0.0,0,0.0,0.105263158,0,0,1,0,1
108,0.0,0,0.571428571,1,0.7692307690000001,0.039534884,1,0,1,0,1
109,0.666666667,0,0.078947368,0,0.0,0.0,0,0,1,0,0
110,0.266666667,0,0.245901639,0,0.0,0.068493151,0,0,0,0,0
111,0.0,0,0.0,0,0.0,0.107142857,1,0,1,0,1
112,0.818181818,0,0.211538462,0,0.0,0.0,0,0,1,0,0
113,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
114,0.3,0,0.120481928,0,0.0,0.076923077,1,0,1,0,0
115,0.5,0,0.916666667,0,0.0,0.0,1,0,0,0,0
116,0.3,0,0.384615385,0,0.0,0.244444444,2,0,1,0,1
117,0.0,0,0.06031746,0,0.0,0.1555555559999999,0,0,0,0,0
118,0.166666667,0,0.1558441559999999,0,0.05,0.036363636,1,0,0,0,0
119,0.0,0,0.0,0,0.166666667,0.076923077,1,0,1,0,1
120,0.013986014,0,0.7771739129999999,0,0.090909091,0.073170732,0,0,1,0,1
121,0.1328502419999999,0,0.7113402059999999,0,0.0,0.169014085,0,0,1,0,1
122,0.0,0,1.0,0,0.0,0.072289157,0,0,1,0,1
123,0.0,0,0.0,0,0.0,0.342465753,0,0,1,0,1
124,0.0,0,0.0,0,0.1,0.204545455,0,0,1,0,1
125,0.0,0,0.0,0,0.0,0.052631579,1,0,0,0,1
126,0.0,0,0.0,0,0.0,0.157480315,0,0,1,0,1
127,0.153846154,0,0.40625,0,0.0,0.070707071,0,0,0,0,1
128,0.7142857140000001,0,0.184210526,0,0.0,0.0,1,0,1,0,1
129,0.133333333,0,0.204081633,0,0.0,0.0,1,0,1,0,0
130,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
131,0.0,0,0.020408163,0,0.0,0.0,1,0,0,0,0
132,0.0,0,0.055172414,0,0.0,0.0,1,0,1,0,1
133,0.125,0,0.027027027,0,0.0,0.0,0,0,0,0,0
134,0.333333333,0,0.074534161,0,0.0,0.049180328,1,0,0,0,0
135,0.0,0,0.113207547,0,0.0,0.0,1,0,0,0,0
136,0.0,0,0.0,0,0.108108108,0.086956522,0,0,1,0,1
137,0.846153846,0,0.928571429,0,0.0,0.0,0,0,1,0,1
138,0.0,0,0.578125,0,0.0,0.0,1,0,0,0,0
139,0.031746032,0,0.409090909,0,0.0,0.0,1,0,0,0,0
140,0.142857143,0,0.552631579,0,0.0,0.0,0,0,1,0,1
141,0.0,0,0.0,0,0.0,0.0,1,0,0,0,0
142,0.0,0,0.0,0,0.114285714,0.093023256,0,0,1,0,1
143,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0
144,0.4,0,0.135135135,0,0.0,0.071428571,1,0,1,0,0
145,0.198019802,0,0.643312102,0,0.0,0.0,0,0,0,0,0
146,0.0,0,0.0,0,0.0,0.0,1,0,1,0,1
147,0.6190476189999999,0,0.100478469,0,0.0,0.0,0,0,0,0,0
148,1.0,0,0.045454545,0,0.0,0.0,0,0,0,0,1
149,0.053763441,0,0.285276074,0,0.0,0.020408163,1,0,0,0,0
150,0.214285714,0,0.09929078,0,0.0,0.020833333,0,0,0,0,0
151,0.0,0,0.1,0,0.0,0.037037037,1,0,1,0,1
152,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
153,0.411764706,0,0.116438356,0,0.0,0.0,1,0,1,0,0
154,0.212765957,0,0.783333333,0,0.0,0.0,1,0,1,0,0
155,0.02484472,0,0.387019231,0,0.0,0.0,1,0,0,0,0
156,0.0,0,0.875,0,0.0,0.060606061,0,0,1,0,1
157,0.133333333,0,0.357142857,0,0.0,0.0,1,0,0,0,0
158,0.111111111,0,0.36677116,0,0.0,0.0,1,0,0,0,0
159,0.4375,0,0.516129032,0,0.0,0.415204678,1,0,1,0,1
160,0.0,0,0.0,0,0.172413793,0.131578947,0,0,1,0,1
161,0.333333333,0,0.304054054,0,0.0,0.0,1,0,1,0,0
162,0.074074074,0,0.509433962,0,0.0,0.0,1,0,0,0,0
163,0.0,0,0.0,0,0.0,0.0,1,0,1,0,1
164,0.64,0,0.347222222,0,0.0,0.051282051,0,0,1,0,0
165,0.0,0,0.040247678,0,0.0,0.0,1,0,0,0,0
166,0.285714286,0,0.132075472,0,0.0,0.0,1,0,0,0,0
167,0.0,0,0.0,0,0.0,0.128205128,0,0,0,0,0
168,0.0,0,0.0,0,0.0,0.35483871,1,0,1,0,1
169,0.142857143,0,0.1707317069999999,0,0.0,0.0,0,0,1,0,1
170,0.846153846,0,0.928571429,0,0.0,0.0,0,0,1,0,1
171,1.0,0,0.125,0,0.0,0.0,1,0,0,0,0
172,1.038461538,0,0.117293233,0,0.0,0.06779661,1,0,1,0,0
173,0.0,0,0.103896104,0,0.0,0.0,1,0,0,0,0
174,0.285714286,0,0.067961165,0,0.04,0.057692308,1,0,1,0,1
175,0.3125,0,0.761904762,0,0.0,0.0,0,0,1,0,1
176,0.16,0,0.8771929820000001,0,0.071428571,0.127659574,0,0,1,0,1
177,0.0,0,0.012987013,0,0.0,0.0,1,0,0,0,0
178,0.3,0,0.19047619,0,0.0,0.0,0,0,0,0,0
179,0.0,0,0.4166666670000001,0,0.0,0.132352941,0,0,0,0,1
180,0.0,0,1.0,0,0.0,0.159574468,0,0,0,0,1
181,0.0,0,0.05,0,0.0,0.0,0,0,1,0,1
182,0.0,0,0.0,0,0.272727273,0.1578947369999999,0,0,1,0,1
183,0.0,0,0.0,0,0.045454545,0.028571429,0,0,1,0,1
184,0.052631579,0,0.826086957,0,0.0,0.0,0,0,1,0,1
185,0.0,0,0.0,0,0.0,0.075471698,1,0,1,0,1
186,0.176470588,0,0.80952381,0,0.0,0.0,0,0,1,0,1
187,0.0,0,1.0,0,0.148148148,0.114285714,0,0,1,0,1
188,0.0,0,0.0,0,0.0,0.066666667,2,0,0,0,1
189,0.285714286,0,0.128440367,0,0.0,0.0,0,0,0,0,0
190,0.0,0,0.0,0,0.0,0.4866666670000001,0,0,1,0,1
191,0.0,0,0.0,0,0.0,0.0,1,0,1,0,1
192,0.0,0,0.757575758,0,0.0,0.0,1,0,1,0,1
193,0.0,0,0.0,0,0.0,0.160377358,1,0,0,0,1
194,0.0,0,0.019230769,0,0.0,0.0,0,0,0,0,1
195,0.291139241,0,0.096107056,0,0.0,0.0,0,0,0,0,0
196,0.0,0,0.757575758,0,0.142857143,0.033333333,1,0,1,0,1
197,1.0,0,0.142857143,0,0.0,0.0,0,0,1,0,1
198,0.014705882,0,0.373626374,0,0.0,0.128205128,1,0,0,0,0
199,0.5,0,0.029850746,0,0.0,0.0,1,0,0,0,0
200,0.0,0,0.090909091,0,0.0,0.023255814,0,0,1,0,1
201,0.481481481,0,0.192857143,0,0.0,0.0,1,0,0,0,0
202,0.0,0,0.0,0,0.7857142859999999,0.3666666670000001,0,0,1,0,1
203,0.075,0,0.380952381,0,0.0,0.0,0,0,0,0,0
204,0.0,0,0.625,0,0.0,0.0762711859999999,0,0,0,0,0
205,0.0,0,0.0862068969999999,0,0.0,0.0,0,0,0,0,0
206,0.0,0,0.0,0,0.0,0.166666667,0,0,0,0,0
207,0.0,0,0.0,0,0.037037037,0.028571429,0,0,1,0,1
208,0.25,0,0.028571429,0,0.0,0.0,0,0,1,0,1
209,0.166666667,0,0.818181818,0,0.102564103,0.0625,0,0,1,0,1
210,0.0,0,0.0,0,0.103448276,0.078947368,0,0,1,0,1
211,0.181818182,0,0.164179104,0,0.0,0.0,1,0,0,0,0
212,0.333333333,0,0.244897959,0,0.0,0.0,1,0,0,0,0
213,0.0,0,0.0,0,0.0,0.166666667,0,0,1,0,1
214,0.473684211,0,0.056047198,0,0.0,0.0,0,0,0,0,0
215,0.263157895,0,0.088372093,0,0.0,0.0,0,0,0,0,0
216,0.333333333,0,0.666666667,0,0.0,0.0,1,0,0,0,0
217,0.0,0,0.138888889,0,0.0,0.0,1,0,0,0,0
218,0.0,0,0.00309119,0,0.058823529,0.02,1,0,0,0,0
219,0.0,0,0.0,0,0.0,0.119047619,0,0,1,0,1
220,0.0,0,0.056497175,0,0.0,0.0,1,0,0,0,0
221,0.5555555560000001,0,0.102272727,0,0.0,0.196078431,0,0,1,0,1
222,0.222222222,0,0.391304348,0,0.086956522,0.064516129,1,0,0,0,0
223,0.0,0,0.0,0,0.0,0.279069767,1,0,1,0,1
224,0.144067797,0,0.455598456,0,0.0,0.102564103,1,0,0,0,0
225,0.043478261,0,0.833333333,0,0.0,0.0,1,0,0,0,0
226,0.006849315,0,0.252158895,0,0.0,0.212121212,1,0,0,0,0
227,0.125,0,1.0,0,0.0,0.0,0,0,0,0,1
228,0.5,0,0.166666667,0,0.0,0.0,1,0,0,0,0
229,0.171428571,0,0.1548672569999999,0,0.0,0.0,1,0,0,0,0
230,1.419354839,0,0.2421875,0,0.0,0.0,0,0,0,0,0
231,0.0,0,0.022321429,0,0.0,0.107843137,0,0,0,0,1
232,0.0,0,0.005763689,0,0.0,0.0,1,0,1,0,0
233,0.380952381,0,0.636363636,0,0.0,0.0,1,0,0,0,0
234,0.481481481,0,0.5625,0,0.0,0.079207921,0,0,0,0,0
235,0.857142857,0,0.325581395,0,0.0,0.0,1,0,0,0,0
236,0.363636364,0,0.048672566,0,0.0,0.0,1,0,0,0,0
237,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
238,0.444444444,0,0.121621622,0,0.0,0.262773723,1,0,1,0,0
239,0.0,0,0.0,0,0.162011173,0.1292775669999999,1,0,1,0,1
240,0.1,0,0.454545455,0,0.0,0.181818182,0,0,1,0,1
241,0.0,0,0.0,0,0.0,0.011235955,0,0,1,0,1
242,0.146341463,0,0.706896552,0,0.0,0.0,1,0,0,0,0
243,0.214285714,0,0.100719424,0,0.0,0.020408163,0,0,0,0,0
244,0.166666667,0,0.818181818,0,0.083333333,0.066666667,0,0,1,0,1
245,0.09202454,0,0.8274111679999999,0,0.0,0.0,0,0,0,0,1
246,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
247,0.153846154,0,0.5,0,0.0,0.0,1,0,0,0,0
248,0.0,0,0.166666667,0,0.0,0.0,0,0,1,0,1
249,0.0,0,0.0,0,0.111111111,0.076923077,0,0,1,0,1
250,0.066666667,0,0.175438596,0,0.0,0.108433735,1,0,0,0,0
251,0.0,0,0.25,0,0.0,0.0,0,0,1,0,1
252,0.006993007,0,0.257657658,0,0.0,0.212121212,1,0,0,0,0
253,0.357142857,0,0.243478261,0,0.0,0.0,1,0,0,0,0
254,0.2,0,0.056818182,0,0.0,0.0,1,0,1,0,0
255,0.228571429,0,0.216049383,0,0.0,0.0,1,0,0,0,0
256,0.055555556,0,0.1578947369999999,0,0.0,0.0,1,0,0,0,0
257,0.0,0,0.0,0,0.058333333,0.0546875,0,0,1,0,1
258,0.0,0,0.0,0,0.0,0.12,0,0,1,0,1
259,0.0,0,0.578231293,0,0.0,0.0,1,0,0,0,0
260,0.128205128,0,0.440677966,0,0.0,0.0,1,0,0,0,0
261,0.014285714,0,0.392156863,0,0.0,0.0,1,0,0,0,0
262,0.0,0,1.0,0,0.125,0.097560976,0,0,1,0,1
263,0.0,0,0.148148148,0,0.0,0.0,1,0,0,0,0
264,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
265,0.0,0,0.294117647,0,0.0,0.03030303,1,0,0,0,0
266,0.235294118,0,0.485714286,0,0.0,0.094117647,1,0,0,0,0
267,0.378151261,0,0.132516704,0,0.0,0.0,0,0,0,0,0
268,0.375,0,0.533333333,0,0.0,0.055045872,1,0,0,0,0
269,0.033333333,0,0.75,0,0.0,0.0,0,0,0,0,0
270,0.0,0,1.0,0,0.0,0.127272727,0,0,0,0,1
271,0.0,0,0.230769231,0,0.0,0.304093567,0,0,1,0,1
272,0.0,0,0.1,0,0.0,0.0,0,0,0,0,0
273,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0
274,0.0,0,0.0,1,0.7857142859999999,0.285714286,0,0,1,0,1
275,0.0,0,0.538461538,0,0.0,0.0,0,0,1,0,1
276,0.0,0,0.13740458,0,0.0,0.0,1,0,0,0,0
277,0.0,0,1.0,0,0.064516129,0.03125,0,0,1,0,1
278,0.28,0,0.084889643,0,0.0,0.0,0,0,0,0,0
279,0.0,0,0.884615385,0,0.1875,0.113636364,0,0,1,0,1
280,0.0,0,1.0,0,0.0,0.048387097,0,0,1,0,1
281,0.0,0,0.045454545,0,0.0,0.0,0,0,1,0,1
282,0.347826087,0,0.46,0,0.395833333,0.290780142,0,0,1,0,1
283,0.0,0,0.0,0,0.0,0.126984127,0,0,1,0,1
284,0.0,0,0.5,0,0.0,0.0,0,0,0,0,0
285,0.0,0,0.0,0,0.0,0.037735849,1,0,1,0,0
286,0.227272727,0,0.244444444,0,0.0,0.0,1,0,0,0,0
287,0.0,0,0.019607843,0,0.0,0.276315789,0,0,1,0,1
288,0.214285714,0,0.24137931,0,0.0,0.0,1,0,1,0,0
289,0.0,0,0.033333333,0,0.0,0.207792208,0,0,1,0,1
290,0.0,0,0.03875969,0,0.0,0.0,1,0,0,0,0
291,2.0,0,0.005208333,0,0.0,0.0,1,0,0,0,0
292,0.0,0,0.0,0,0.0,0.081632653,1,1,1,0,0
293,0.025641026,0,0.161825726,0,0.0,0.0,1,0,0,0,0
294,0.333333333,0,0.1,0,0.0,0.273809524,0,0,1,0,1
295,0.272727273,0,0.379310345,0,0.0,0.0,1,0,0,0,0
296,0.125,0,0.03030303,0,0.0,0.0,1,0,0,0,0
297,0.0,0,0.0,0,0.0,0.0,1,0,0,0,0
298,0.0,0,0.222222222,0,0.0,0.0,1,0,0,0,0
299,0.0,0,0.0,0,0.0,0.0,1,0,0,0,1
300,0.0,0,0.0,0,0.0,0.0,0,0,0,0,1
301,0.411764706,0,0.163461538,0,0.0,0.0,1,0,1,0,0
302,0.266666667,0,0.220588235,0,0.0,0.0,0,0,0,0,0
303,0.846153846,0,0.928571429,0,0.03030303,0.025,0,0,1,0,1
304,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
305,0.363636364,0,0.5301204820000001,0,0.153846154,0.107142857,0,0,1,0,1
306,0.0,0,0.857142857,0,0.0,0.0,0,0,1,0,1
307,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
308,0.0,0,0.409090909,0,0.0,0.0,0,0,1,0,1
309,0.0,0,0.611111111,0,0.0,0.043478261,0,0,1,0,1
310,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
311,0.0,0,0.081081081,0,0.090909091,0.068965517,0,0,0,0,0
312,0.285714286,0,0.067961165,0,0.035714286,0.054545455,1,0,1,0,1
313,0.0,0,0.097222222,0,0.0,0.0,1,0,0,0,0
314,0.32,0,0.19379845,0,0.0,0.0,1,0,0,0,0
315,1.0,0,0.066666667,0,0.0,0.398268398,0,0,1,0,1
316,0.0,0,0.0,0,0.0,0.0,1,0,1,0,1
317,0.2,0,0.138888889,0,0.0,0.0,1,0,0,0,0
318,0.666666667,0,0.428571429,0,0.0,0.0,1,0,0,0,0
319,0.0,0,0.033333333,0,0.0,0.259259259,1,0,1,0,1
320,0.0,0,0.138613861,0,0.0,0.120689655,1,0,0,0,0
321,0.0,0,0.5555555560000001,0,0.0,0.0,0,0,0,0,0
322,0.058823529,0,0.053797468,0,0.0,0.0,1,0,0,0,0
323,1.0,0,0.242990654,0,0.0,0.022988506,0,0,1,0,1
324,0.0,0,0.021276596,0,0.0,0.0,0,0,1,0,0
325,0.0,0,0.0,0,0.0,0.060150376,0,0,1,0,0
326,0.0,0,0.203125,0,0.0,0.0,1,0,0,0,0
327,0.642857143,0,0.157303371,0,0.0,0.0,0,0,1,0,1
328,0.0,0,0.166666667,0,0.0,0.0,0,0,0,0,1
329,0.230769231,0,0.928571429,0,0.0,0.0,0,0,1,0,1
330,0.0,0,0.028985507,0,0.0,0.0,1,0,0,0,0
331,0.055555556,0,0.066420664,0,0.0,0.0,1,0,0,0,0
332,0.8,0,0.138888889,0,0.176470588,0.115384615,1,0,0,0,0
333,0.0,0,0.0,0,0.0,0.021505376,0,0,1,0,1
334,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0
335,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
336,0.3125,0,0.615384615,0,0.0,0.0,1,0,0,0,0
337,0.0,0,0.368421053,0,0.166666667,0.1607142859999999,0,0,1,0,1
338,0.0,0,0.0,0,0.15,0.107142857,0,0,1,0,1
339,0.333333333,0,0.75,0,0.0,0.0,1,0,0,0,0
340,0.681818182,0,0.118918919,0,0.0,0.06,0,0,1,0,1
341,2.0,0,0.333333333,0,0.0,0.085714286,1,0,0,0,0
342,0.176470588,0,0.80952381,0,0.0,0.048780488,1,0,0,0,0
343,0.0,0,0.277227723,0,0.0,0.094594595,1,0,0,0,0
344,0.0,0,0.039473684,0,0.0,0.0,1,0,0,0,0
345,0.826086957,0,0.144654088,0,0.0,0.052631579,1,0,0,0,0
346,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
347,0.470588235,0,0.80952381,0,0.0,0.0,1,0,0,0,0
348,0.0,0,0.409836066,0,0.0,0.0,1,0,0,0,0
349,0.111111111,0,0.252336449,0,0.0,0.0,0,0,0,0,0
350,0.0,0,1.0,0,0.0,0.0,1,0,0,0,0
351,0.013888889,0,0.7826086959999999,0,0.0,0.0,1,0,1,0,0
352,0.0,0,0.047619048,0,0.04,0.029411765,0,0,1,0,1
353,0.0,0,0.0,0,0.0,0.0,1,0,1,0,1
354,0.227272727,0,0.309859155,0,0.0,0.0,1,0,0,0,0
355,0.142857143,0,0.244186047,0,0.0,0.0,0,0,1,0,1
356,0.0,0,1.0,0,0.0,0.090909091,0,0,1,1,1
357,0.145833333,0,0.6931407940000001,0,0.0,0.0,1,0,0,0,0
358,0.0,0,0.096774194,0,0.0,0.0,1,0,0,0,0
359,0.166666667,0,0.7826086959999999,0,0.0,0.0,1,0,0,0,0
360,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0
361,0.173913043,0,0.359375,0,0.0,0.0,1,0,0,0,0
362,0.428571429,0,0.84,0,0.75,0.147540984,0,0,1,0,1
363,0.375,0,0.470588235,0,0.0,0.0,1,0,1,0,1
364,0.0,0,0.5,0,0.0,0.0,0,0,1,0,1
365,0.0,0,0.0,0,0.0,0.0,1,0,0,0,0
366,0.0,0,0.0,0,0.0,0.0,1,0,0,0,0
367,0.21,0,0.5780346820000001,0,0.0,0.09375,1,0,0,0,0
368,0.04,0,0.694444444,0,0.0,0.3099631,1,0,1,0,1
369,1.0,0,0.666666667,0,0.0,0.0,0,0,1,0,1
370,0.625,0,0.03539823,0,0.0,0.0875,0,0,0,0,0
371,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
372,0.0,0,0.727272727,0,0.0,0.209219858,0,0,1,0,1
373,0.0,0,1.0,0,0.0,0.041666667,0,0,1,0,1
374,0.0,0,0.166666667,0,0.0,0.076923077,0,0,1,0,1
375,0.285714286,0,0.046052632,0,0.0,0.0,1,0,0,0,0
376,0.0,0,0.129032258,0,0.0,0.0,1,0,0,0,0
377,0.0,0,0.0,0,0.0,0.216666667,0,0,1,0,0
378,0.1607142859999999,0,0.29015544,0,0.0,0.022988506,1,0,0,0,0
379,0.0,0,0.006622517,0,0.222222222,0.114285714,2,0,1,0,1
380,0.0,0,0.0,0,0.0,0.245098039,1,0,1,0,1
381,0.083333333,0,0.421052632,0,0.0,0.142857143,1,0,0,0,0
382,0.0,0,0.0,0,0.0,0.0,0,0,1,0,1
383,0.2,0,0.071428571,0,0.0,0.0,1,0,0,0,0
384,0.0,0,0.0,0,0.0,0.31512605,0,0,0,0,1
385,0.75,0,0.050632911,0,0.7692307690000001,0.277777778,0,0,0,0,1
386,0.0,0,0.1,0,0.0,0.0,1,0,0,0,0
387,0.0,0,0.027777778,1,0.7857142859999999,0.170454545,1,0,1,0,1
388,0.285714286,0,0.067961165,0,0.0,0.0,0,0,1,0,1
389,0.0,0,0.0,0,0.0,0.0,1,0,1,0,1
390,0.0,0,0.56,0,0.0,0.108910891,0,0,1,0,1
391,0.16,0,0.121359223,0,0.0,0.0,0,0,0,0,0
